Filed week ended,State,Confirmed,Deaths,Recovered,Active,Incidence_Rate,Case_Fatality_Ratio,Initial Claims,Reflecting Week Ended,Continued Claims,Covered Employment,Insured Unemployment Rate
2020-06-13,Mississippi,10259,426,0,9833,343.1953058616514,4.152451505994737,18407,2020-06-06,123192,1109819,11.1
2020-06-13,Missouri,8097,464,0,7633,131.24729506084188,5.73051747560825,18912,2020-06-06,218596,2794254,7.82
2020-06-13,Montana,295,12,0,283,27.14490779933012,4.067796610169491,3157,2020-06-06,44298,455906,9.72
2020-06-13,Nebraska,8546,118,0,8428,437.679571026903,1.380762930025743,4868,2020-06-06,57402,963512,5.96
2020-06-13,Nevada,6171,226,0,5945,196.54994489849219,3.662291362826122,10620,2020-06-06,312009,1379654,22.62
2020-06-13,New Hampshire,2720,157,0,2563,198.35916134913398,5.772058823529412,6431,2020-06-06,98440,649845,15.15
2020-06-13,New Jersey,82622,6648,0,75974,924.5381617331929,8.046283072305197,26438,2020-06-06,538269,4025826,13.37
2020-06-13,New Mexico,5027,244,0,4783,239.7645757020757,4.853789536502885,5111,2020-06-06,102087,802978,12.71
2020-06-13,New York,194362,16759,0,177603,999.7788122733468,8.62257025550262,95559,2020-06-06,1958856,9408510,20.82
2020-06-13,North Carolina,23200,628,0,22572,218.62248984630463,2.706896551724138,32188,2020-06-06,524787,4402750,11.92
2020-06-13,North Dakota,1519,29,0,1490,199.4163232566169,1.9091507570770245,2073,2020-06-06,29103,412797,7.05
2020-06-13,Ohio,20417,1251,0,19166,173.7957217157401,6.127246902091395,33133,2020-06-06,477842,5346565,8.94
2020-06-13,Oklahoma,4307,167,0,4140,108.90508291148522,3.8774088692825637,84779,2020-06-06,173361,1568967,11.05
2020-06-13,Oregon,2918,88,0,2830,67.84326763680835,3.015764222069911,24645,2020-06-06,251869,1914153,13.16
2020-06-13,Pennsylvania,41976,2951,0,39025,327.40291243204456,7.030207737754908,44341,2020-06-06,913810,5814461,15.72
2020-06-13,Rhode Island,7736,423,0,7313,732.4647780639297,5.4679420889348505,2641,2020-06-06,73083,473597,15.43
2020-06-13,South Carolina,10815,340,0,10475,207.57758968158,3.1437817845584837,19853,2020-06-06,200903,2087060,9.63
2020-06-13,South Dakota,3034,45,0,2989,335.9810946959504,1.4831905075807514,1065,2020-06-06,18649,417997,4.46
2020-06-13,Tennessee,15728,255,0,15473,228.02200191951377,1.6213123092573754,19413,2020-06-06,297873,3278927,9.08
2020-06-13,Texas,46493,1090,0,45403,157.75151583011845,2.3444389477985936,94723,2020-06-06,1297296,12304547,10.54
2020-06-13,Utah,7128,67,0,7061,217.17670286278383,0.9399551066217734,4803,2020-06-06,75383,1474336,5.11
2020-06-13,Vermont,524,29,0,495,83.43138644176283,5.534351145038168,1859,2020-06-06,43338,303379,14.29
2020-06-13,Virginia,28951,815,0,28136,335.6166844999136,2.815101378190736,27186,2020-06-06,386893,3739821,10.35
2020-06-13,Washington,13359,616,0,12743,171.33293147452258,4.611123587094842,30217,2020-06-06,410204,3351028,12.24
2020-06-13,West Virginia,1146,48,0,1098,64.4519057179976,4.18848167539267,4327,2020-06-06,75236,667871,11.27
2020-06-13,Wisconsin,11738,366,0,11372,200.58956722348017,3.1180780371443175,25543,2020-06-06,238528,2853837,8.36
2020-06-13,Wyoming,546,7,0,539,96.29205061505225,1.282051282051282,1539,2020-06-06,15371,270013,5.69
2020-06-20,Alabama,15618,410,0,15208,318.17496567263305,2.6251760788833396,18671,2020-06-13,150002,1929897,7.77
2020-06-20,Alaska,403,6,0,397,54.90448254909387,1.488833746898263,6757,2020-06-13,44380,308137,14.4
2020-06-20,Arizona,30074,783,1,29290,407.5901708886236,2.6035778413247326,25886,2020-06-13,217934,2885408,7.55
2020-06-20,Arkansas,8658,127,0,8531,284.8963474827246,1.4668514668514667,9669,2020-06-13,112189,1196468,9.38
2020-06-20,California,95655,2872,4,92779,239.5117370892019,3.002456745596153,284494,2020-06-13,2779425,17330010,16.04
2020-06-20,Colorado,16251,866,0,15385,278.0072978840242,5.328902836748508,10013,2020-06-13,259341,2666358,9.73
2020-06-20,Connecticut,24150,2177,0,21973,677.784388787229,9.014492753623188,10411,2020-06-13,250774,1653302,15.17
2020-06-20,Delaware,5195,202,0,4993,528.5406884763886,3.888354186717998,2797,2020-06-13,45112,445741,10.12
2020-06-20,District of Columbia,5181,267,0,4914,718.8973854114199,5.153445280833816,3073,2020-06-13,72927,579419,12.59
2020-06-20,Florida,52909,1674,0,51235,240.57200018187604,3.163922962066945,95683,2020-06-13,995792,8590846,11.59
2020-06-20,Georgia,34791,1337,0,33454,324.0562215329589,3.8429478888218216,125725,2020-06-13,669735,4388404,15.26
2020-06-20,Hawaii,363,10,0,353,25.69565863706829,2.7548209366391188,7178,2020-06-13,132466,621474,21.31
2020-06-20,Idaho,2113,44,0,2069,115.70727647084593,2.0823473734027447,4285,2020-06-13,33060,733499,4.51
2020-06-20,Illinois,69362,3411,2,65949,547.8960796859326,4.917678267639341,46276,2020-06-13,705839,5914575,11.93
2020-06-20,Indiana,21722,1370,0,20352,322.0292497794777,6.306969892275113,29331,2020-06-13,201242,3041986,6.62
2020-06-20,Iowa,13160,337,0,12823,413.8559994968316,2.560790273556231,8208,2020-06-13,152781,1531621,9.98
2020-06-20,Kansas,6807,143,0,6664,233.8885911021317,2.10077861025415,9179,2020-06-13,81173,1364944,5.95
2020-06-20,Kentucky,7502,294,0,7208,166.72259644553293,3.918954945347907,24846,2020-06-13,171917,1893451,9.08
2020-06-20,Louisiana,24353,1661,0,22692,524.2638606038948,6.820514926292448,19524,2020-06-13,300389,1891334,15.88
2020-06-20,Maine,1465,51,0,1414,108.85799418928659,3.48122866894198,2911,2020-06-13,64717,603932,10.72
2020-06-20,Maryland,33540,1615,0,31925,551.3618011809729,4.815146094215861,32583,2020-06-13,244172,2555073,9.56
2020-06-20,Massachusetts,57545,4204,1,53340,824.8287131267379,7.305586931966287,30005,2020-06-13,566165,3568892,15.86
2020-06-20,Michigan,35954,3152,0,32802,357.92931806869086,8.766757523502253,19641,2020-06-13,584424,4305711,13.57
2020-06-20,Minnesota,17162,718,0,16444,301.05233244513363,4.183661577904673,20487,2020-06-13,351772,2864234,12.28
2020-06-20,Mississippi,10382,512,0,9870,347.31003659768635,4.931612406087459,15230,2020-06-13,97069,1109819,8.75
2020-06-20,Missouri,9959,501,0,9458,161.42914801913355,5.030625564815745,17358,2020-06-13,210195,2794254,7.52
2020-06-20,Montana,403,8,0,395,37.08270455298318,1.9851116625310175,2997,2020-06-13,42681,455906,9.36
2020-06-20,Nebraska,9161,126,0,9035,469.17652120026423,1.3753956991594805,4406,2020-06-13,57246,963512,5.94
2020-06-20,Nevada,6805,260,0,6545,216.74321423338833,3.8207200587803087,10347,2020-06-13,294649,1379654,21.36
2020-06-20,New Hampshire,2798,182,0,2616,204.04740200546945,6.504646175839886,5413,2020-06-13,92776,649845,14.28
2020-06-20,New Jersey,86212,6276,0,79936,964.7101740376901,7.279729040040829,33027,2020-06-13,528173,4025826,13.12
2020-06-20,New Mexico,5403,222,0,5181,257.69803113553115,4.1088284286507495,4945,2020-06-13,100348,802978,12.5
2020-06-20,New York,192910,14324,0,178586,992.3098685733391,7.425224197812451,89299,2020-06-13,1837451,9408510,19.53
2020-06-20,North Carolina,28190,587,0,27603,265.6451719296262,2.082298687477829,29199,2020-06-13,529343,4402750,12.02
2020-06-20,North Dakota,1732,47,0,1685,227.37924416093514,2.7136258660508084,1821,2020-06-13,28736,412797,6.96
2020-06-20,Ohio,23844,1446,0,22398,202.96738936132178,6.064418721690991,34915,2020-06-13,450674,5346565,8.43
2020-06-20,Oklahoma,5731,201,0,5530,144.9117785385934,3.507241319141511,58613,2020-06-13,182191,1568967,11.61
2020-06-20,Oregon,3654,100,0,3554,84.95520902840907,2.736726874657909,16274,2020-06-13,224476,1914153,11.73
2020-06-20,Pennsylvania,43614,3468,0,40146,340.1789265964168,7.951575182280919,42577,2020-06-13,748874,5814461,12.88
2020-06-20,Rhode Island,8601,471,0,8130,814.3652476897439,5.476107429368678,4014,2020-06-13,69236,473597,14.62
2020-06-20,South Carolina,12941,304,0,12637,248.38294850386748,2.3491229425855806,17611,2020-06-13,198224,2087060,9.5
2020-06-20,South Dakota,3191,36,0,3155,353.36706432919505,1.1281729865246004,910,2020-06-13,17163,417997,4.11
2020-06-20,Tennessee,18718,269,0,18449,271.37053865268683,1.4371193503579442,20506,2020-06-13,283631,3278927,8.65
2020-06-20,Texas,63088,1093,0,61995,214.05862453897387,1.7325006340349989,89547,2020-06-13,1221813,12304547,9.93
2020-06-20,Utah,9940,88,0,9852,302.8530340146003,0.8853118712273641,4915,2020-06-13,73619,1474336,4.99
2020-06-20,Vermont,623,27,0,596,99.1941865519432,4.333868378812198,1389,2020-06-13,42681,303379,14.07
2020-06-20,Virginia,28492,792,0,27700,330.29569185076645,2.779727642847115,25293,2020-06-13,375579,3739821,10.04
2020-06-20,Washington,14866,649,1,14216,190.6606302343179,4.365666621821607,30793,2020-06-13,418459,3351028,12.49
2020-06-20,West Virginia,1354,40,0,1314,76.1499828465696,2.954209748892171,3756,2020-06-13,70276,667871,10.52
2020-06-20,Wisconsin,12801,378,0,12423,218.75507326868032,2.952894305132412,25428,2020-06-13,225424,2853837,7.9
2020-06-20,Wyoming,633,13,0,620,111.6352894493188,2.0537124802527646,1402,2020-06-13,15070,270013,5.58
2020-06-27,Alabama,19465,509,0,18956,396.5472984260342,2.6149499100950426,18338,2020-06-20,141450,1929897,7.33
2020-06-27,Alaska,448,8,0,440,61.0352560347247,1.7857142857142856,6467,2020-06-20,43208,308137,14.02
2020-06-27,Arizona,40050,797,0,39253,542.7939863034306,1.9900124843945068,26328,2020-06-20,217505,2885408,7.54
2020-06-27,Arkansas,10652,132,0,10520,350.51003619611714,1.2392039053698836,10395,2020-06-20,108691,1196468,9.08
2020-06-27,California,114929,3027,0,111902,287.7721439749609,2.633799998259795,277362,2020-06-20,2901601,17330010,16.74
2020-06-27,Colorado,15755,808,0,14947,269.5221819065166,5.12853062519835,8646,2020-06-20,237236,2666358,8.9
2020-06-27,Connecticut,22056,2134,0,19922,619.0150094861749,9.67537178092129,10133,2020-06-20,247195,1653302,14.95
2020-06-27,Delaware,5896,305,0,5591,599.8606158338378,5.172998643147897,2771,2020-06-20,44034,445741,9.88
2020-06-27,District of Columbia,5035,281,0,4754,698.6389375692914,5.580933465739822,3132,2020-06-20,72807,579419,12.57
2020-06-27,Florida,79636,1716,0,77920,362.09703087345974,2.1548043598372595,84370,2020-06-20,741344,8590846,8.63
2020-06-27,Georgia,40194,1439,0,38755,374.381758739207,3.580136338757028,117485,2020-06-20,661233,4388404,15.07
2020-06-27,Hawaii,509,8,0,501,36.03055164261091,1.5717092337917484,8193,2020-06-20,128990,621474,20.76
2020-06-27,Idaho,3209,47,0,3162,175.7239234240154,1.464630726082892,5417,2020-06-20,30886,733499,4.21
2020-06-27,Illinois,71715,3462,0,68253,566.4826180715183,4.827441957749425,45752,2020-06-20,676722,5914575,11.44
2020-06-27,Indiana,22853,1246,0,21607,338.796356008213,5.452238218177045,44827,2020-06-20,191288,3041986,6.29
2020-06-27,Iowa,14913,367,0,14546,468.984386055946,2.4609401193589484,7732,2020-06-20,141748,1531621,9.25
2020-06-27,Kansas,6810,125,0,6685,233.99167113346803,1.8355359765051396,9738,2020-06-20,79455,1364944,5.82
2020-06-27,Kentucky,7665,260,0,7405,170.34506821581044,3.3920417482061316,30640,2020-06-20,159343,1893451,8.42
2020-06-27,Louisiana,30416,1529,0,28887,654.7862515553757,5.02695949500263,21976,2020-06-20,306089,1891334,16.18
2020-06-27,Maine,1689,53,0,1636,125.50249295952563,3.137951450562463,3119,2020-06-20,62989,603932,10.43
2020-06-27,Maryland,32910,1542,0,31368,541.0052736095951,4.685505925250684,22628,2020-06-20,233592,2555073,9.14
2020-06-27,Massachusetts,50898,3836,0,47062,729.5530774302669,7.536641911273527,29699,2020-06-20,557288,3568892,15.62
2020-06-27,Michigan,33725,3001,0,30724,335.7391737182678,8.89844329132691,38309,2020-06-20,633953,4305711,14.72
2020-06-27,Minnesota,17871,734,0,17137,313.4894670275599,4.107212802864977,19373,2020-06-20,337382,2864234,11.78
2020-06-27,Mississippi,15149,523,0,14626,506.780942440604,3.452373093933593,13673,2020-06-20,147624,1109819,13.3
2020-06-27,Missouri,10613,503,0,10110,172.0300781129696,4.739470460755677,20008,2020-06-20,204121,2794254,7.31
2020-06-27,Montana,449,14,0,435,41.31546983694652,3.11804008908686,2695,2020-06-20,41027,455906,9.0
2020-06-27,Nebraska,9614,141,0,9473,492.37671376698404,1.4666111920116496,4203,2020-06-20,56831,963512,5.9
2020-06-27,Nevada,9534,240,0,9294,303.66345400457374,2.5173064820641913,11110,2020-06-20,286943,1379654,20.8
2020-06-27,New Hampshire,2919,185,0,2734,212.8714676390155,6.337786913326482,5163,2020-06-20,86586,649845,13.32
2020-06-27,New Jersey,84661,8672,0,75989,947.3545219250786,10.243205253894946,27992,2020-06-20,519167,4025826,12.9
2020-06-27,New Mexico,6216,269,0,5947,296.47435897435895,4.327541827541827,5083,2020-06-20,95903,802978,11.94
2020-06-27,New York,199013,17044,0,181969,1023.7030940562229,8.564264646028148,90083,2020-06-20,1722331,9408510,18.31
2020-06-27,North Carolina,32622,766,0,31856,307.4096061968168,2.348108638342223,29580,2020-06-20,463568,4402750,10.53
2020-06-27,North Dakota,1726,31,0,1695,226.59155624813744,1.7960602549246814,1511,2020-06-20,28446,412797,6.89
2020-06-27,Ohio,25611,1358,0,24253,218.0086314767997,5.302409121080785,35904,2020-06-20,431377,5346565,8.07
2020-06-27,Oklahoma,6915,183,0,6732,174.8499299588856,2.646420824295011,18405,2020-06-20,165298,1568967,10.54
2020-06-27,Oregon,4440,102,0,4338,103.22964643846095,2.2972972972972974,11195,2020-06-20,216513,1914153,11.31
2020-06-27,Pennsylvania,45832,3135,0,42697,357.47880414011496,6.840198987606912,45261,2020-06-20,809609,5814461,13.92
2020-06-27,Rhode Island,8060,456,0,7604,763.1419481896683,5.6575682382134,3229,2020-06-20,67100,473597,14.17
2020-06-27,South Carolina,18998,407,0,18591,364.6379148192933,2.1423307716601747,17654,2020-06-20,197125,2087060,9.45
2020-06-27,South Dakota,3435,55,0,3380,380.38729738977906,1.6011644832605532,644,2020-06-20,17142,417997,4.1
2020-06-27,Tennessee,21454,315,0,21139,311.0366244392961,1.4682576675678194,21544,2020-06-20,279199,3278927,8.51
2020-06-27,Texas,82806,1295,0,81511,280.96212375688356,1.5638963360142983,96593,2020-06-20,1301714,12304547,10.58
2020-06-27,Utah,10688,79,0,10609,325.6431818458801,0.7391467065868264,4965,2020-06-20,72216,1474336,4.9
2020-06-27,Vermont,577,29,0,548,91.87005720781899,5.025996533795494,2163,2020-06-20,42420,303379,13.98
2020-06-27,Virginia,32755,932,0,31823,379.7148458013426,2.8453671195237367,31955,2020-06-20,366714,3739821,9.81
2020-06-27,Washington,16538,661,0,15877,212.10450039117106,3.996855726206313,33266,2020-06-20,416604,3351028,12.43
2020-06-27,West Virginia,1428,53,0,1375,80.31179874808079,3.711484593837535,3532,2020-06-20,69096,667871,10.35
2020-06-27,Wisconsin,14485,399,0,14086,247.53278933652328,2.7545736969278565,24925,2020-06-20,222897,2853837,7.81
2020-06-27,Wyoming,759,7,0,752,133.85653189894626,0.922266139657444,1418,2020-06-20,14494,270013,5.37
2020-07-04,Alabama,23397,498,0,22899,476.65127877081545,2.128478010001282,19056,2020-06-27,138272,1929897,7.16
2020-07-04,Alaska,659,8,0,651,89.7817717117937,1.2139605462822458,6124,2020-06-27,42110,308137,13.67
2020-07-04,Arizona,54517,1020,1,53496,738.8639138902405,1.8709760258268062,25774,2020-06-27,216603,2885408,7.51
2020-07-04,Arkansas,12557,154,0,12403,413.1951299769661,1.2264075814286852,10832,2020-06-27,104692,1196468,8.75
2020-07-04,California,137966,3307,4,134655,345.4547730829421,2.396967368772016,264791,2020-06-27,2758474,17330010,15.92
2020-07-04,Colorado,18094,893,0,17201,309.5356622923841,4.935337680999226,7928,2020-06-27,246108,2666358,9.23
2020-07-04,Connecticut,24661,2201,0,22460,692.1259135354805,8.925023316167227,12267,2020-06-27,251926,1653302,15.24
2020-07-04,Delaware,6100,207,0,5893,620.6156303572609,3.393442622950819,2791,2020-06-27,45598,445741,10.23
2020-07-04,District of Columbia,5412,276,0,5136,750.950135079445,5.099778270509978,2858,2020-06-27,72802,579419,12.56
2020-07-04,Florida,110416,1986,0,108430,502.05065248033463,1.798652369221852,66941,2020-06-27,581952,8590846,6.77
2020-07-04,Georgia,53125,1418,0,51707,494.8258678663574,2.6691764705882353,105160,2020-06-27,619947,4388404,14.13
2020-07-04,Hawaii,490,11,0,479,34.68559981312249,2.2448979591836733,7648,2020-06-27,123633,621474,19.89
2020-07-04,Idaho,4161,46,0,4115,227.8551715074254,1.1055034847392453,4924,2020-06-27,29090,733499,3.97
2020-07-04,Illinois,74897,3552,2,71343,591.6174948853449,4.74251305125706,39015,2020-06-27,667460,5914575,11.29
2020-07-04,Indiana,24579,1441,0,23138,364.38435366585867,5.862728345335449,22102,2020-06-27,183968,3041986,6.05
2020-07-04,Iowa,16148,354,0,15794,507.82269603912135,2.1922219469903395,9957,2020-06-27,134215,1531621,8.76
2020-07-04,Kansas,9101,158,0,8943,312.7104550639783,1.7360729590154926,11458,2020-06-27,82694,1364944,6.06
2020-07-04,Kentucky,8711,325,0,8386,193.59111405452376,3.730914935139479,23282,2020-06-27,150522,1893451,7.95
2020-07-04,Louisiana,32873,1749,0,31124,707.679788511963,5.320475770389073,31417,2020-06-27,313157,1891334,16.56
2020-07-04,Maine,1708,54,0,1654,126.91430312307268,3.161592505854801,2939,2020-06-27,63635,603932,10.54
2020-07-04,Maryland,36431,1694,0,34737,598.8867554807401,4.649886086025638,33230,2020-06-27,246727,2555073,9.66
2020-07-04,Massachusetts,58940,4336,1,54603,844.8241263652782,7.356633864947404,27051,2020-06-27,557705,3568892,15.63
2020-07-04,Michigan,38856,3217,0,35639,386.81931309109007,8.279287626106651,34602,2020-06-27,529147,4305711,12.29
2020-07-04,Minnesota,19753,769,0,18984,346.50313033380286,3.893079532222953,19362,2020-06-27,326245,2864234,11.39
2020-07-04,Mississippi,15525,584,0,14941,519.3593063166135,3.7616747181964576,11266,2020-06-27,137330,1109819,12.37
2020-07-04,Missouri,12970,547,0,12423,210.23557082118305,4.217424826522745,17685,2020-06-27,205120,2794254,7.34
2020-07-04,Montana,718,9,0,709,66.06794508447128,1.2534818941504178,2788,2020-06-27,39032,455906,8.56
2020-07-04,Nebraska,10213,143,0,10070,523.0542310903066,1.40017624596103,5803,2020-06-27,58199,963512,6.04
2020-07-04,Nevada,12041,290,0,11751,383.5128644502908,2.408437837388921,12484,2020-06-27,287968,1379654,20.87
2020-07-04,New Hampshire,2953,194,0,2759,215.35095715587966,6.56959024720623,5776,2020-06-27,74476,649845,11.46
2020-07-04,New Jersey,88372,6517,0,81855,988.8805212738221,7.37450776263975,47402,2020-06-27,491778,4025826,12.22
2020-07-04,New Mexico,6847,244,0,6603,326.57013125763126,3.5636044983204322,5666,2020-06-27,96390,802978,12.0
2020-07-04,New York,197585,15113,0,182472,1016.3576039710913,7.648859984310549,94108,2020-06-27,1712394,9408510,18.2
2020-07-04,North Carolina,39048,656,0,38392,367.96426653096995,1.6799836099160008,27937,2020-06-27,412353,4402750,9.37
2020-07-04,North Dakota,2053,49,0,2004,269.52054749561194,2.386751095957136,1720,2020-06-27,27021,412797,6.55
2020-07-04,Ohio,30572,1549,0,29023,260.2381742809231,5.066727724715426,33826,2020-06-27,416709,5346565,7.79
2020-07-04,Oklahoma,8733,215,0,8518,220.8191523255167,2.4619260277109816,9423,2020-06-27,131034,1568967,8.35
2020-07-04,Oregon,5490,111,0,5379,127.64206282593483,2.021857923497268,10343,2020-06-27,203600,1914153,10.64
2020-07-04,Pennsylvania,48090,3614,0,44476,375.0906722616977,7.5150758993553755,44086,2020-06-27,651160,5814461,11.2
2020-07-04,Rhode Island,8931,504,0,8427,845.6105135585517,5.64326503191132,3436,2020-06-27,66304,473597,14.0
2020-07-04,South Carolina,24388,406,0,23982,468.0908235926374,1.6647531572904706,16015,2020-06-27,187282,2087060,8.97
2020-07-04,South Dakota,3593,42,0,3551,397.88400568310806,1.168939604787086,835,2020-06-27,15942,417997,3.81
2020-07-04,Tennessee,28686,322,0,28364,415.8849915477602,1.1224987798926307,24920,2020-06-27,273815,3278927,8.35
2020-07-04,Texas,109347,1312,0,108035,371.01617450962425,1.1998500187476566,117099,2020-06-27,1237931,12304547,10.06
2020-07-04,Utah,13854,102,0,13752,422.1052246718585,0.7362494586401039,4802,2020-06-27,70639,1474336,4.79
2020-07-04,Vermont,661,27,0,634,105.24455427100233,4.084720121028744,1876,2020-06-27,39089,303379,12.88
2020-07-04,Virginia,32354,917,0,31437,375.0662225936999,2.8342708784076156,31825,2020-06-27,378607,3739821,10.12
2020-07-04,Washington,18709,693,1,18015,239.94818586397506,3.7040996311935435,29506,2020-06-27,380975,3351028,11.37
2020-07-04,West Virginia,1777,41,0,1736,99.93982239169436,2.3072594259988746,3330,2020-06-27,65556,667871,9.82
2020-07-04,Wisconsin,16570,397,0,16173,283.16315632075873,2.395896197948099,27385,2020-06-27,218553,2853837,7.66
2020-07-04,Wyoming,847,13,0,834,149.37612980027336,1.5348288075560803,1338,2020-06-27,14048,270013,5.2
2020-07-11,Alabama,28550,616,0,27934,581.6298674576561,2.1576182136602453,20563,2020-07-04,117388,1935262,6.07
2020-07-11,Alaska,726,9,0,717,98.90981223484404,1.2396694214876034,9572,2020-07-04,43225,308691,14.0
2020-07-11,Arizona,65413,1131,0,64282,886.5364051452262,1.7290141103450385,28695,2020-07-04,227419,2905807,7.83
2020-07-11,Arkansas,15307,165,0,15142,503.68542283645934,1.0779381982099692,14155,2020-07-04,99083,1197760,8.27
2020-07-11,California,180795,3720,0,177075,452.69483568075117,2.0575790259686384,284914,2020-07-04,2946807,17396834,16.94
2020-07-11,Colorado,18479,832,0,17647,316.12189142815106,4.502408138968559,10554,2020-07-04,228224,2681376,8.51
2020-07-11,Connecticut,22626,2147,0,20479,635.0124049979231,9.489083355431804,9955,2020-07-04,254461,1652033,15.4
2020-07-11,Delaware,6643,310,0,6333,675.8605954857843,4.666566310401927,3167,2020-07-04,42194,446976,9.44
2020-07-11,District of Columbia,5389,292,0,5097,747.7587357618494,5.418444980515866,3300,2020-07-04,72525,580956,12.48
2020-07-11,Florida,144095,2211,0,141884,655.1857409175647,1.5344043859953502,132831,2020-07-04,914801,8732627,10.48
2020-07-11,Georgia,61276,1578,0,59698,570.7472918471326,2.5752333703244337,138452,2020-07-04,792717,4406223,17.99
2020-07-11,Hawaii,710,8,0,702,50.25872625983054,1.1267605633802817,7668,2020-07-04,128650,620739,20.73
2020-07-11,Idaho,6345,56,0,6289,347.4503876987777,0.8825847123719465,5458,2020-07-04,28766,744799,3.86
2020-07-11,Illinois,79197,3817,0,75380,625.5835446337592,4.819627006073462,38261,2020-07-04,664763,5917347,11.23
2020-07-11,Indiana,26500,1315,0,25185,392.86323170776905,4.962264150943396,28360,2020-07-04,190169,3046268,6.24
2020-07-11,Iowa,18510,394,0,18116,582.1029293834615,2.1285791464073474,10653,2020-07-04,134284,1532562,8.76
2020-07-11,Kansas,9586,137,0,9449,329.37506013001826,1.4291675359899854,13368,2020-07-04,81561,1367656,5.96
2020-07-11,Kentucky,10410,297,0,10113,231.34927072753902,2.8530259365994235,24544,2020-07-04,158381,1896673,8.35
2020-07-11,Louisiana,43930,1654,0,42276,945.7114686621402,3.7650808103801503,26351,2020-07-04,312893,1889866,16.56
2020-07-11,Maine,1812,58,0,1754,134.64210612354083,3.2008830022075054,4696,2020-07-04,60623,607641,9.98
2020-07-11,Maryland,36036,1616,0,34420,592.3933770828128,4.484404484404485,19516,2020-07-04,234264,2551522,9.18
2020-07-11,Massachusetts,52458,3974,0,48484,751.9135395464839,7.575584276945365,24131,2020-07-04,537302,3578753,15.01
2020-07-11,Michigan,37514,3096,0,34418,373.4594325535092,8.252918910273497,27720,2020-07-04,604846,4305848,14.05
2020-07-11,Minnesota,21818,768,0,21050,382.72694262253384,3.5200293335777797,21637,2020-07-04,332040,2868184,11.58
2020-07-11,Mississippi,19894,646,0,19248,665.5158801843934,3.247210214134915,12223,2020-07-04,100191,1110126,9.03
2020-07-11,Missouri,14636,544,0,14092,237.24038662597033,3.716862530746105,16883,2020-07-04,197311,2744087,7.19
2020-07-11,Montana,959,20,0,939,88.24395450697486,2.0855057351407713,2990,2020-07-04,39084,457148,8.55
2020-07-11,Nebraska,10785,142,0,10643,552.3489554791889,1.3166434863235976,7911,2020-07-04,56954,964840,5.9
2020-07-11,Nevada,14797,302,0,14495,471.2930699502494,2.040954247482598,14666,2020-07-04,295994,1388109,21.32
2020-07-11,New Hampshire,3071,197,0,2874,223.95624430264357,6.414848583523282,2930,2020-07-04,72523,657391,11.03
2020-07-11,New Jersey,86587,9008,0,77579,968.9064148772962,10.40340928776837,38825,2020-07-04,491296,4034480,12.18
2020-07-11,New Mexico,7926,299,0,7627,378.03342490842493,3.7723946505172847,6381,2020-07-04,92108,806473,11.42
2020-07-11,New York,203444,17230,0,186214,1046.495717702734,8.469161046774543,91898,2020-07-04,1611075,9429101,17.09
2020-07-11,North Carolina,44858,857,0,44001,422.71412282437643,1.9104730482857015,28108,2020-07-04,365770,4423164,8.27
2020-07-11,North Dakota,2190,38,0,2152,287.5060881711593,1.7351598173515983,1532,2020-07-04,27625,413529,6.68
2020-07-11,Ohio,33642,1487,0,32155,286.3709492070788,4.420070150407229,35743,2020-07-04,416188,5352988,7.77
2020-07-11,Oklahoma,11046,206,0,10840,279.3047471187058,1.8649284808980628,9680,2020-07-04,131932,1570740,8.4
2020-07-11,Oregon,6361,121,0,6240,147.89274346735363,1.9022166326049366,11713,2020-07-04,206756,1921964,10.76
2020-07-11,Pennsylvania,51126,3283,0,47843,398.7707571231349,6.421390290654462,44798,2020-07-04,815282,5827122,13.99
2020-07-11,Rhode Island,8381,472,0,7909,793.5350704438721,5.631786183033051,3133,2020-07-04,65377,474428,13.78
2020-07-11,South Carolina,30311,545,0,29766,581.7738623059058,1.798027118867738,19272,2020-07-04,201097,2093284,9.61
2020-07-11,South Dakota,3861,67,0,3794,427.56196658571673,1.7353017353017353,1216,2020-07-04,18722,418749,4.47
2020-07-11,Tennessee,32320,416,0,31904,468.5701361926936,1.2871287128712872,22060,2020-07-04,268220,3310273,8.1
2020-07-11,Texas,145068,1826,0,143242,492.2181166722651,1.2587200485289658,105516,2020-07-04,1313086,12372188,10.61
2020-07-11,Utah,15001,110,0,14891,457.0521492206257,0.7332844477034864,4792,2020-07-04,69999,1483888,4.72
2020-07-11,Vermont,622,29,0,593,99.03496634881006,4.662379421221865,1830,2020-07-04,38335,303295,12.64
2020-07-11,Virginia,37428,1045,0,36383,433.88695614876053,2.792027359196324,32292,2020-07-04,372070,3751738,9.92
2020-07-11,Washington,20509,731,0,19778,263.03369201369736,3.564288848798089,45622,2020-07-04,387558,3383128,11.46
2020-07-11,West Virginia,2369,55,0,2314,133.23434960378387,2.321654706627269,4070,2020-07-04,64342,664212,9.69
2020-07-11,Wisconsin,19109,424,0,18685,326.55188618789253,2.2188497566591656,29051,2020-07-04,224765,2855007,7.87
2020-07-11,Wyoming,992,8,0,984,174.94819452405096,0.8064516129032258,1485,2020-07-04,13711,269607,5.09
2020-07-18,Alabama,36684,670,0,36014,747.3383557904259,1.8264093337694909,23676,2020-07-11,105644,1935262,5.46
2020-07-18,Alaska,1070,9,0,1061,145.77616954722194,0.8411214953271028,6606,2020-07-11,41685,308691,13.5
